,Адрес,Год постройки,Город,Количество жилых помещений,Количество лифтов,"Количество мусоропроводов, ед.",Количество подъездов,Количество этажей,Материал несущих стен,Площадь зем. участка общего имущества м2,Площадь нежилых помещений м2,Площадь парковки м2,Спортивная площадка,Тип мусоропровода
1977,"мкр. Калининский, пер. Привокзальный, д. 1",1954,Выборг,не указано,не указано,не указано,1,2,Деревянные,0.00,0.00,не указано,не указано,не указано
1978,"мкр. Калининский, пер. Привокзальный, д. 4",1955,Выборг,не указано,не указано,не указано,2,2,Смешанные,не указано,54.18,не указано,не указано,не указано
1979,"ул. Приморская, д. 1",1985,Выборг,не указано,не указано,не указано,9,5,Панельные,0.00,0.00,не указано,не указано,не указано
1980,"ул. Приморская, д. 4",1972,Выборг,не указано,не указано,не указано,4,5,Кирпич,0.00,0.00,не указано,не указано,не указано
1981,"ул. Приморская, д. 6",1971,Выборг,не указано,не указано,не указано,2,6,Кирпич,0.00,280.27,не указано,не указано,не указано
1982,"ул. Приморская, д. 7",1959,Выборг,не указано,не указано,не указано,2,2,Кирпич,0.00,64.81,не указано,не указано,не указано
1983,"ул. Приморская, д. 9",1982,Выборг,60,не указано,не указано,4,5,Панельные,4 406.95,0.00,0.00,Не имеется,Отсутствует
1984,"ул. Приморская, д. 11",1961,Выборг,не указано,не указано,не указано,2,3,Кирпич,0.00,0.00,не указано,не указано,не указано
1985,"ул. Приморская, д. 13",1976,Выборг,не указано,не указано,не указано,4,5,Панельные,0.00,0.00,не указано,не указано,не указано
1986,"ул. Приморская, д. 15",1976,Выборг,не указано,4,4,4,9,Панельные,0.00,0.00,не указано,не указано,не указано
1987,"ул. Приморская, д. 17",1977,Выборг,не указано,не указано,не указано,6,5,Панельные,0.00,20.65,не указано,не указано,не указано
1988,"ул. Приморская, д. 17а",1981,Выборг,не указано,не указано,не указано,4,5,Панельные,0.00,0.00,не указано,не указано,не указано
1989,"ул. Приморская, д. 19",1993,Выборг,не указано,не указано,3,3,5,Панельные,0.00,0.00,не указано,не указано,не указано
1990,"ул. Приморская, д. 22а",1984,Выборг,не указано,не указано,не указано,4,5,Панельные,0.00,0.00,не указано,не указано,не указано
1991,"ул. Приморская, д. 22",1979,Выборг,не указано,не указано,не указано,4,5,Панельные,0.00,0.00,не указано,не указано,не указано
1992,"ул. Приморская, д. 23",1977,Выборг,не указано,не указано,не указано,6,5,Панельные,0.00,26.90,не указано,не указано,не указано
1993,"ул. Приморская, д. 25",1977,Выборг,не указано,не указано,не указано,6,5,Панельные,0.00,0.00,не указано,не указано,не указано
1994,"ул. Приморская, д. 26",1969,Выборг,не указано,не указано,не указано,4,5,Панельные,0.00,0.00,не указано,не указано,не указано
1995,"ул. Приморская, д. 27",1979,Выборг,не указано,не указано,не указано,6,5,Панельные,0.00,0.00,не указано,не указано,не указано
